pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt
Kepler-1531 b,Kepler-1531,Kepler,1.13854338,0.022,1.11,0.099,1.41,0.0044399999999999995,0.0,9805.45,2537.0
Kepler-1532 b,Kepler-1532,Kepler,1.09366356,0.0206,1.35,0.12,2.39,0.007520000000000001,0.0,1705.76,1681.0
Kepler-1533 b,Kepler-1533,Kepler,308.5471,0.9625,3.46,0.309,11.8,0.0372,0.0,4.79,330.0
Kepler-1534 b,Kepler-1534,Kepler,5.71668872,0.0599,1.89,0.16899999999999998,4.23,0.0133,0.0,196.51,955.0
Kepler-1535 b,Kepler-1535,Kepler,138.9442,0.5329,2.55,0.22699999999999998,7.04,0.0221,0.0,5.38,384.0
Kepler-1536 b,Kepler-1536,Kepler,364.758031,0.8507,3.14,0.28,10.0,0.0315,0.0,0.19,166.0
Kepler-1537 b,Kepler-1537,Kepler,1.4444538,0.0245,1.18,0.105,1.76,0.005529999999999999,0.0,713.17,1800.0
Kepler-1538 b,Kepler-1538,Kepler,175.138819,0.6095,2.82,0.252,8.35,0.0263,0.0,1.99,346.0
Kepler-1539 b,Kepler-1539,Kepler,133.3036741,0.4765,2.7,0.24100000000000002,7.75,0.0244,0.0,1.57,301.0
Kepler-154 b,Kepler-154,Kepler,33.040532,0.198,2.26,0.20199999999999999,5.73,0.018,0.0,28.11,561.0
Kepler-154 c,Kepler-154,Kepler,62.303276,0.303,2.95,0.263,9.01,0.0283,0.0,12.07,454.0
Kepler-154 d,Kepler-154,Kepler,20.54981883,0.1415,3.84,0.34299999999999997,14.1,0.0444,0.0,53.0,657.0
Kepler-154 e,Kepler-154,Kepler,3.93276465,0.047,1.5,0.134,2.86,0.00899,0.0,480.4,1140.0
Kepler-154 f,Kepler-154,Kepler,9.91935684,0.0871,1.5,0.134,2.86,0.00899,0.0,139.88,838.0
Kepler-1540 b,Kepler-1540,Kepler,125.4131177,0.4426,2.49,0.222,6.76,0.0213,0.0,0.85,266.0
Kepler-1541 b,Kepler-1541,Kepler,8.40691199,0.0781,1.16,0.10300000000000001,1.65,0.00521,0.0,75.56,1048.0
Kepler-1542 b,Kepler-1542,Kepler,3.95116882,0.0479,0.76,0.068,0.363,0.00114,0.0,518.44,1160.0
Kepler-1542 c,Kepler-1542,Kepler,2.89223021,0.0389,0.65,0.057999999999999996,0.208,0.00065,0.0,786.08,1287.0
Kepler-1542 d,Kepler-1542,Kepler,5.99273738,0.0632,0.87,0.078,0.59,0.00186,0.0,297.81,1010.0
Kepler-1542 e,Kepler-1542,Kepler,5.10115756,0.0567,0.76,0.068,0.363,0.00114,0.0,370.0,1065.0
Kepler-1543 b,Kepler-1543,Kepler,6.96710269,0.0867,2.71,0.242,7.8,0.0245,0.0,375.65,1774.0
Kepler-1544 b,Kepler-1544,Kepler,168.811174,0.5421,1.78,0.159,3.82,0.012,0.0,0.83,269.0
Kepler-1545 b,Kepler-1545,Kepler,163.692349,0.5442,2.7,0.24100000000000002,7.75,0.0244,0.0,1.41,274.0
Kepler-1546 b,Kepler-1546,Kepler,19.5974971,0.1366,3.13,0.27899999999999997,9.96,0.0313,0.0,36.3,671.0
Kepler-1547 b,Kepler-1547,Kepler,0.69297968,0.0165,0.9,0.08,0.666,0.0021,0.0,5760.94,3186.0
Kepler-1548 b,Kepler-1548,Kepler,124.828679,0.4679,2.64,0.23600000000000002,7.46,0.0235,0.0,1.93,350.0
Kepler-1549 b,Kepler-1549,Kepler,214.886545,0.6687,2.57,0.22899999999999998,7.13,0.0224,0.0,1.18,286.0
Kepler-155 b,Kepler-155,Kepler,5.931194,0.056,2.09,0.18600000000000003,5.02,0.0158,0.0,23.5,614.0
Kepler-155 c,Kepler-155,Kepler,52.661793,0.242,2.24,0.2,5.65,0.0178,0.0,1.28,286.0
Kepler-1550 b,Kepler-1550,Kepler,225.582809,0.7681,3.02,0.26899999999999996,9.38,0.0295,0.0,2.31,348.0
Kepler-1551 b,Kepler-1551,Kepler,24.4973698,0.1772,2.66,0.237,7.56,0.0238,0.0,60.42,722.0
Kepler-1552 b,Kepler-1552,Kepler,184.771853,0.6045,2.47,0.22,6.66,0.021,0.0,1.85,268.0
Kepler-1553 b,Kepler-1553,Kepler,4.24261881,0.0481,1.15,0.10300000000000001,1.6,0.00505,0.0,166.11,926.0
Kepler-1554 b,Kepler-1554,Kepler,198.088774,0.6314,2.9,0.259,8.75,0.0275,0.0,1.01,288.0
Kepler-1555 b,Kepler-1555,Kepler,8.10501635,0.0805,1.61,0.14400000000000002,3.22,0.0101,0.0,483.26,959.0
Kepler-1556 b,Kepler-1556,Kepler,8.82713457,0.0829,1.96,0.175,4.5,0.0142,0.0,92.14,797.0
Kepler-1557 b,Kepler-1557,Kepler,3.74032496,0.049,1.53,0.136,2.96,0.0093,0.0,645.54,1287.0
Kepler-1558 b,Kepler-1558,Kepler,3.50470358,0.0419,0.68,0.061,0.244,0.0007700000000000001,0.0,189.89,1019.0
Kepler-1559 b,Kepler-1559,Kepler,0.97191543,0.018,0.72,0.064,0.299,0.0009400000000000001,0.0,1620.06,1609.0
Kepler-156 b,Kepler-156,Kepler,4.973456,0.054,2.3,0.205,5.9,0.0186,0.0,135.08,867.0
Kepler-156 c,Kepler-156,Kepler,15.906801,0.117,2.55,0.22699999999999998,7.04,0.0221,0.0,28.64,588.0
Kepler-1560 b,Kepler-1560,Kepler,3.03195744,0.0397,0.89,0.079,0.64,0.00201,0.0,593.92,1269.0
Kepler-1561 b,Kepler-1561,Kepler,1.00520701,0.0194,1.09,0.09699999999999999,1.32,0.0041600000000000005,0.0,2364.81,1682.0
Kepler-1562 b,Kepler-1562,Kepler,64.2737752,0.3308,3.55,0.317,12.3,0.0388,0.0,31.77,554.0
Kepler-1563 b,Kepler-1563,Kepler,3.43276598,0.0442,0.75,0.067,0.347,0.00109,0.0,390.57,1134.0
Kepler-1564 b,Kepler-1564,Kepler,18.0540381,0.1327,1.47,0.131,2.76,0.00869,0.0,41.51,635.0
Kepler-1565 b,Kepler-1565,Kepler,1.53818844,0.0241,1.19,0.106,1.81,0.0057,0.0,510.57,1234.0
Kepler-1566 b,Kepler-1566,Kepler,0.53991524,0.0121,0.79,0.07,0.418,0.00131,0.0,2340.98,1871.0
Kepler-1567 b,Kepler-1567,Kepler,153.979578,0.552,2.73,0.244,7.9,0.0249,0.0,2.72,330.0
Kepler-1568 b,Kepler-1568,Kepler,20.925392,0.1499,1.3,0.11599999999999999,2.24,0.00705,0.0,72.57,729.0
Kepler-1569 b,Kepler-1569,Kepler,5.79180156,0.0654,1.68,0.15,3.46,0.0109,0.0,495.65,1222.0
Kepler-157 b,Kepler-157,Kepler,1.732342,0.028,1.32,0.11800000000000001,2.3,0.007240000000000001,0.0,1572.31,1546.0
Kepler-157 c,Kepler-157,Kepler,13.5405,0.11,2.24,0.2,5.65,0.0178,0.0,101.75,779.0
Kepler-157 d,Kepler-157,Kepler,7.02573474,0.0698,1.46,0.13,2.73,0.00859,0.0,244.06,969.0
Kepler-1570 b,Kepler-1570,Kepler,26.548955,0.1784,1.07,0.095,1.24,0.0039,0.0,76.46,836.0
Kepler-1571 b,Kepler-1571,Kepler,3.38555488,0.0432,1.52,0.136,2.92,0.0092,0.0,757.13,1476.0
Kepler-1572 b,Kepler-1572,Kepler,5.49548621,0.0614,0.94,0.084,0.779,0.00245,0.0,583.52,1293.0
Kepler-1573 b,Kepler-1573,Kepler,2.6157554,0.0364,1.2,0.107,1.87,0.00588,0.0,1343.11,1379.0
Kepler-1574 b,Kepler-1574,Kepler,6.9424334,0.0743,1.29,0.115,2.21,0.006959999999999999,0.0,289.78,1003.0
Kepler-1575 b,Kepler-1575,Kepler,2.55314213,0.0366,1.31,0.11699999999999999,2.27,0.0071400000000000005,0.0,803.68,1312.0
Kepler-1576 b,Kepler-1576,Kepler,6.98471973,0.0726,1.04,0.09300000000000001,1.12,0.00352,0.0,156.61,1059.0
Kepler-1577 b,Kepler-1577,Kepler,6.30560247,0.0657,1.13,0.10099999999999999,1.51,0.00474,0.0,57.75,1125.0
Kepler-1578 b,Kepler-1578,Kepler,1.45088691,0.0252,1.04,0.09300000000000001,1.12,0.00352,0.0,1486.44,1700.0
Kepler-1579 b,Kepler-1579,Kepler,0.84990789,0.014,0.84,0.075,0.52,0.00164,0.0,396.64,1139.0
Kepler-158 b,Kepler-158,Kepler,16.709184,0.111,2.12,0.18899999999999997,5.14,0.0162,0.0,13.63,500.0
Kepler-158 c,Kepler-158,Kepler,28.551383,0.158,1.9,0.17,4.27,0.0134,0.0,6.68,418.0
Kepler-1580 b,Kepler-1580,Kepler,56.6449279,0.323,2.11,0.188,5.1,0.016,0.0,83.09,733.0
Kepler-1581 b,Kepler-1581,Kepler,6.28385491,0.0674,0.8,0.071,0.437,0.00137,0.0,470.86,1108.0
Kepler-1582 b,Kepler-1582,Kepler,4.83817712,0.0316,1.49,0.133,2.83,0.00889,0.0,2.5,354.0
Kepler-1583 b,Kepler-1583,Kepler,9.32807355,0.085,0.6,0.054000000000000006,0.156,0.00049,0.0,124.31,788.0
Kepler-1584 b,Kepler-1584,Kepler,13.3997099,0.1168,1.61,0.14400000000000002,3.22,0.0101,0.0,162.54,886.0
Kepler-1585 b,Kepler-1585,Kepler,3.5827463,0.0445,1.79,0.16,3.86,0.0121,0.0,182.94,1064.0
Kepler-1586 b,Kepler-1586,Kepler,15.6049212,0.1266,1.52,0.136,2.92,0.0092,0.0,105.77,1013.0
Kepler-1587 b,Kepler-1587,Kepler,9.4060467,0.0878,1.33,0.11900000000000001,2.33,0.00733,0.0,254.7,981.0
Kepler-1588 b,Kepler-1588,Kepler,7.84931739,0.0726,0.76,0.068,0.363,0.00114,0.0,359.79,925.0
Kepler-1589 b,Kepler-1589,Kepler,0.99166527,0.0205,1.09,0.09699999999999999,1.32,0.0041600000000000005,0.0,5228.78,2102.0
Kepler-159 b,Kepler-159,Kepler,10.139623,0.082,2.38,0.212,6.26,0.0197,0.0,33.46,447.0
Kepler-159 c,Kepler-159,Kepler,43.595792,0.218,3.41,0.304,11.5,0.0363,0.0,4.79,275.0
Kepler-1590 b,Kepler-1590,Kepler,7.61760804,0.0772,1.14,0.102,1.55,0.00489,0.0,171.48,1020.0
Kepler-1591 b,Kepler-1591,Kepler,8.18504949,0.0794,1.27,0.113,2.15,0.00678,0.0,439.43,892.0
Kepler-1592 b,Kepler-1592,Kepler,3.05710069,0.04,1.54,0.13699999999999998,2.99,0.0094,0.0,1918.34,1202.0
Kepler-1593 b,Kepler-1593,Kepler,174.509835,0.546,3.17,0.28300000000000003,10.2,0.032,0.0,0.89,260.0
Kepler-1594 b,Kepler-1594,Kepler,2.71603809,0.0396,1.06,0.095,1.2,0.0037700000000000003,0.0,672.41,1360.0
Kepler-1595 b,Kepler-1595,Kepler,4.56380468,0.051,1.23,0.11,2.04,0.00642,0.0,185.57,980.0
Kepler-1596 b,Kepler-1596,Kepler,66.373379,0.3237,1.9,0.17,4.27,0.0134,0.0,33.38,471.0
Kepler-1597 b,Kepler-1597,Kepler,2.94654179,0.0427,1.06,0.095,1.2,0.0037700000000000003,0.0,1431.31,1497.0
Kepler-1598 b,Kepler-1598,Kepler,4.34195123,0.0527,0.95,0.085,0.809,0.0025399999999999997,0.0,308.46,1236.0
Kepler-1599 b,Kepler-1599,Kepler,122.363553,0.4823,1.62,0.145,3.26,0.0102,0.0,8.2,407.0
Kepler-16 b,Kepler-16,Kepler,228.776,0.7048,8.449,0.754,105.833,0.333,0.0069,396.62,1134.0
Kepler-160 b,Kepler-160,Kepler,4.309397,0.05511,1.715,0.153,3.59,0.0113,0.0,396.62,1134.0
Kepler-160 c,Kepler-160,Kepler,13.699429,0.1192,3.76,0.335,13.6,0.0428,0.0,84.85,771.0
Kepler-160 d,Kepler-160,Kepler,30.0,0.17,3.13,0.27899999999999997,100.0,0.31463,0.0,0.46,209.0
Kepler-1600 b,Kepler-1600,Kepler,386.370548,0.9712,3.13,0.27899999999999997,9.96,0.0313,0.0,0.46,209.0
Kepler-1601 b,Kepler-1601,Kepler,2.20921951,0.0336,0.82,0.073,0.477,0.0015,0.0,999.75,1507.0
Kepler-1602 b,Kepler-1602,Kepler,11.17931605,0.1074,1.34,0.12,2.36,0.00742,0.0,124.51,1159.0
Kepler-1603 b,Kepler-1603,Kepler,2.27163926,0.0351,1.29,0.115,2.21,0.006959999999999999,0.0,1269.46,1522.0
Kepler-1604 b,Kepler-1604,Kepler,0.68368426,0.0089,1.41,0.126,2.57,0.00809,0.0,3567.57,2023.0
Kepler-1605 b,Kepler-1605,Kepler,85.7565495,0.3912,1.08,0.096,1.28,0.00403,0.0,16.73,528.0
Kepler-1606 b,Kepler-1606,Kepler,196.435224,0.6421,2.07,0.185,4.94,0.0155,0.0,1.29,324.0
Kepler-1607 b,Kepler-1607,Kepler,13.6473676,0.1075,0.92,0.08199999999999999,0.721,0.00227,0.0,449.63,913.0
Kepler-1608 b,Kepler-1608,Kepler,16.4735686,0.1126,1.73,0.154,3.64,0.0115,0.0,33.22,612.0
Kepler-1609 b,Kepler-1609,Kepler,114.34219,0.4679,2.22,0.198,5.56,0.0175,0.0,12.97,429.0
Kepler-161 b,Kepler-161,Kepler,4.921355,0.054,2.12,0.18899999999999997,12.1,0.038,0.0,123.4,868.0
Kepler-161 c,Kepler-161,Kepler,7.06424,0.068,2.05,0.183,11.8,0.037,0.0,76.2,769.0
Kepler-1610 b,Kepler-1610,Kepler,8.70181574,0.0777,1.61,0.14400000000000002,3.22,0.0101,0.0,56.21,750.0
Kepler-1611 b,Kepler-1611,Kepler,5.1762429,0.0586,0.81,0.07200000000000001,0.457,0.00144,0.0,146.22,1243.0
Kepler-1612 b,Kepler-1612,Kepler,3.91795101,0.0482,1.03,0.092,1.08,0.0034,0.0,269.25,1030.0
Kepler-1613 b,Kepler-1613,Kepler,1.5184299,0.0264,2.08,0.18600000000000003,4.98,0.0157,0.0,6797.62,1926.0
Kepler-1614 b,Kepler-1614,Kepler,3.9466141,0.0471,1.49,0.133,2.83,0.00889,0.0,276.37,981.0
Kepler-1615 b,Kepler-1615,Kepler,47.3126192,0.2788,2.06,0.184,4.9,0.0154,0.0,31.17,658.0
Kepler-1616 b,Kepler-1616,Kepler,6.76284377,0.0761,1.02,0.091,1.04,0.00328,0.0,724.86,1337.0
Kepler-1617 b,Kepler-1617,Kepler,27.4785572,0.181,1.2,0.107,1.87,0.00588,0.0,64.69,736.0
Kepler-1618 b,Kepler-1618,Kepler,6.10826019,0.0706,1.26,0.11199999999999999,2.13,0.006690000000000001,0.0,903.91,1267.0
Kepler-1619 b,Kepler-1619,Kepler,23.6225913,0.1611,0.76,0.068,0.363,0.00114,0.0,74.64,797.0
Kepler-162 b,Kepler-162,Kepler,6.919798,0.069,1.26,0.11199999999999999,2.13,0.006690000000000001,0.0,305.95,961.0
Kepler-162 c,Kepler-162,Kepler,19.446355,0.137,3.03,0.27,9.43,0.0297,0.0,77.05,681.0
Kepler-1620 b,Kepler-1620,Kepler,101.951829,0.4322,1.61,0.14400000000000002,3.22,0.0101,0.0,7.92,428.0
Kepler-1621 b,Kepler-1621,Kepler,92.263714,0.4204,2.16,0.193,5.31,0.0167,0.0,14.05,469.0
Kepler-1622 b,Kepler-1622,Kepler,10.8118737,0.0994,1.47,0.131,2.76,0.00869,0.0,236.0,922.0
Kepler-1623 b,Kepler-1623,Kepler,4.36128348,0.0518,1.31,0.11699999999999999,2.27,0.0071400000000000005,0.0,243.08,1000.0
Kepler-1624 b,Kepler-1624,Kepler,3.29030452,0.0327,5.7,0.509,27.6,0.0867,0.0,6.01,540.0
Kepler-1625 b,Kepler-1625,Kepler,287.378949,0.8748,6.06,0.541,30.6,0.0962,0.0,3.77,350.0
Kepler-1626 b,Kepler-1626,Kepler,4.13962966,0.0537,2.02,0.18,4.74,0.0149,0.0,1328.65,1352.0
Kepler-1627 b,Kepler-1627,Kepler,7.20283653,0.0643,3.69,0.32899999999999996,13.2,0.0415,0.0,143.12,794.0
Kepler-1628 b,Kepler-1628,Kepler,76.378033,0.2952,6.43,0.574,33.8,0.106,0.0,0.79,240.0
Kepler-1629 b,Kepler-1629,Kepler,3.87595807,0.0485,0.77,0.069,0.381,0.0012,0.0,315.46,1081.0
Kepler-163 b,Kepler-163,Kepler,7.810937,0.078,1.05,0.094,1.16,0.00364,0.0,115.61,906.0
Kepler-163 c,Kepler-163,Kepler,21.347262,0.152,2.26,0.20199999999999999,5.73,0.018,0.0,30.24,648.0
Kepler-1630 b,Kepler-1630,Kepler,509.997402,1.1218,2.19,0.195,5.43,0.0171,0.0,0.26,182.0
Kepler-1631 b,Kepler-1631,Kepler,4.09513932,0.0511,1.35,0.12,2.39,0.007520000000000001,0.0,446.92,1122.0
Kepler-1632 b,Kepler-1632,Kepler,448.303558,0.6762,2.47,0.22,6.66,0.021,0.0,6.06,369.0
Kepler-1633 b,Kepler-1633,Kepler,186.404271,0.3875,1.58,0.141,3.12,0.00982,0.0,26.26,925.0
Kepler-1634 b,Kepler-1634,Kepler,374.876239,1.0525,3.19,0.285,10.3,0.0324,0.0,0.54,282.0
Kepler-1635 b,Kepler-1635,Kepler,469.63111,1.117,3.64,0.325,12.9,0.0405,0.0,0.4,200.0
Kepler-1636 b,Kepler-1636,Kepler,425.47785,1.1546,3.23,0.28800000000000003,10.5,0.0331,0.0,1.22,248.0
Kepler-1637 b,Kepler-1637,Kepler,6.10960324,0.0596,0.89,0.079,0.64,0.00201,0.0,337.78,1093.0
Kepler-1638 b,Kepler-1638,Kepler,259.33683,0.745,1.87,0.16699999999999998,4.16,0.0131,0.0,2.76,304.0
Kepler-1639 b,Kepler-1639,Kepler,9.878482,0.0932,2.58,0.23,7.18,0.0226,0.0,187.85,1003.0
Kepler-164 b,Kepler-164,Kepler,5.03503,0.058,1.41,0.126,2.57,0.00809,0.0,370.92,1141.0
Kepler-164 c,Kepler-164,Kepler,10.945723,0.097,2.73,0.244,7.9,0.0249,0.0,131.49,881.0
Kepler-164 d,Kepler-164,Kepler,28.986769,0.187,2.45,0.21899999999999997,6.57,0.0207,0.0,35.89,637.0
Kepler-1640 b,Kepler-1640,Kepler,7.5844126,0.0836,4.82,0.43,20.7,0.0652,0.0,537.4,1228.0
Kepler-1641 b,Kepler-1641,Kepler,19.672266,0.1473,3.11,0.27699999999999997,9.85,0.031,0.0,82.83,908.0
Kepler-1641 c,Kepler-1641,Kepler,32.657212,0.2065,2.95,0.263,9.01,0.0283,0.0,42.15,767.0
Kepler-1642 b,Kepler-1642,Kepler,12.2057513,0.1016,3.2,0.285,10.3,0.0325,0.0,39.91,895.0
Kepler-1642 c,Kepler-1642,Kepler,6.6513802,0.0678,2.66,0.237,7.56,0.0238,0.0,89.63,1095.0
Kepler-1643 b,Kepler-1643,Kepler,5.34264507,0.0531,2.3,0.205,5.9,0.0186,0.0,137.75,799.0
Kepler-1644 b,Kepler-1644,Kepler,21.0907758,0.142,1.88,0.168,4.19,0.0132,0.0,31.86,606.0
Kepler-1645 b,Kepler-1645,Kepler,16.1779561,0.1285,1.78,0.159,3.82,0.012,0.0,138.54,754.0
Kepler-1646 b,Kepler-1646,Kepler,4.48558383,0.0295,1.23,0.11,2.04,0.00642,0.0,4.2,365.0
Kepler-1647 b,Kepler-1647,Kepler,1107.5923,2.7205,11.874,1.0590000000000002,483.0,1.51968,0.0581,2.21,307.0
Kepler-1649 b,Kepler-1649,Kepler,8.689099,0.0514,1.0170000000000001,0.091,1.03,0.00325,0.0,2.21,307.0
Kepler-1649 c,Kepler-1649,Kepler,19.53527,0.0649,1.06,0.095,1.2,0.0037700000000000003,0.0,0.75,234.0
Kepler-165 b,Kepler-165,Kepler,8.180848,0.072,2.32,0.207,5.99,0.0189,0.0,59.8,716.0
Kepler-165 c,Kepler-165,Kepler,15.31299,0.11,2.23,0.19899999999999998,5.6,0.0176,0.0,25.93,581.0
Kepler-1650 b,Kepler-1650,Kepler,1.53818001,0.0167,0.96,0.086,0.84,0.00264,0.01,54.56,602.0
Kepler-1651 b,Kepler-1651,Kepler,9.87863917,0.0692,1.84,0.16399999999999998,4.04,0.0127,0.13,5.65,393.0
Kepler-1652 b,Kepler-1652,Kepler,38.09722,0.1654,1.6,0.14300000000000002,3.19,0.01,0.0,0.81,268.0
Kepler-1653 b,Kepler-1653,Kepler,140.2524,0.4706,2.17,0.19399999999999998,5.35,0.0168,0.0,0.98,284.0
Kepler-1654 b,Kepler-1654,Kepler,1047.8356,2.026,9.18,0.8190000000000001,158.915,0.5,0.26,0.3,206.0
Kepler-1655 b,Kepler-1655,Kepler,11.8728787,0.103,2.213,0.19699999999999998,5.0,0.01573,0.0,155.0,863.0
Kepler-1656 b,Kepler-1656,Kepler,31.578659,0.197,5.02,0.44799999999999995,48.6,0.15291,0.836,24.94,651.0
Kepler-1658 b,Kepler-1658,Kepler,3.84937278,0.0544,11.994000000000002,1.07,1868.8404,5.88,0.0628,4055.29,2034.0
Kepler-166 b,Kepler-166,Kepler,7.650254,0.072,2.27,0.203,5.77,0.0182,0.0,77.54,772.0
Kepler-166 c,Kepler-166,Kepler,34.260281,0.195,2.38,0.212,6.26,0.0197,0.0,10.51,468.0
Kepler-166 d,Kepler-166,Kepler,1.55400393,0.0246,1.73,0.154,3.64,0.0115,0.0,651.41,1313.0
Kepler-1661 b,Kepler-1661,Kepler,175.06,0.633,3.87,0.345,17.0,0.053489999999999996,0.057,0.88,243.0
Kepler-1663 b,Kepler-1663,Kepler,17.6046,0.1072,3.304,0.295,10.9,0.0344,0.0,4.07,362.0
Kepler-1664 b,Kepler-1664,Kepler,14.3868,0.1137,3.033,0.271,9.45,0.0297,0.0,85.46,776.0
Kepler-1665 b,Kepler-1665,Kepler,11.9548,0.1006,2.839,0.253,8.44,0.0266,0.0,159.04,906.0
Kepler-1666 b,Kepler-1666,Kepler,25.8476,0.1761,2.883,0.257,8.66,0.0273,0.0,48.23,672.0
Kepler-1666 c,Kepler-1666,Kepler,40.7157,0.2383,3.236,0.289,10.5,0.0332,0.0,26.34,578.0
Kepler-1667 b,Kepler-1667,Kepler,83.5781,0.4256,2.984,0.266,9.19,0.0289,0.0,17.31,655.0
Kepler-1668 b,Kepler-1668,Kepler,15.434,0.124,4.348,0.38799999999999996,17.4,0.0548,0.0,63.79,721.0
Kepler-1669 b,Kepler-1669,Kepler,9.51216,0.0745,2.78,0.248,8.15,0.0256,0.0,18.66,530.0
Kepler-167 b,Kepler-167,Kepler,4.3931632,0.0483,1.615,0.14400000000000002,3.24,0.0102,0.0,115.8,914.0
Kepler-167 c,Kepler-167,Kepler,7.406114,0.0684,1.548,0.138,3.01,0.00949,0.0,57.7,768.0
Kepler-167 d,Kepler-167,Kepler,21.803855,0.1405,1.194,0.107,1.83,0.00577,0.12,13.68,536.0
Kepler-167 e,Kepler-167,Kepler,1071.23228,1.89,10.15,0.9059999999999999,73.4,0.231,0.062,0.07,131.0
Kepler-1670 b,Kepler-1670,Kepler,20.4998,0.1528,3.3560000000000003,0.299,11.2,0.0353,0.0,67.67,731.0
Kepler-1671 b,Kepler-1671,Kepler,4.16787,0.0491,1.3259999999999998,0.11800000000000001,2.32,0.0072900000000000005,0.0,202.48,962.0
Kepler-1672 b,Kepler-1672,Kepler,150.878,0.5726,2.97,0.265,9.11,0.0287,0.0,7.56,423.0
Kepler-1673 b,Kepler-1673,Kepler,33.7888,0.2127,2.9360000000000004,0.262,8.93,0.0281,0.0,33.01,611.0
Kepler-1674 b,Kepler-1674,Kepler,62.5611,0.3017,3.2060000000000004,0.28600000000000003,10.4,0.0326,0.0,7.13,417.0
Kepler-1675 b,Kepler-1675,Kepler,63.0382,0.3076,3.125,0.27899999999999997,9.93,0.0313,0.0,11.1,465.0
Kepler-1676 b,Kepler-1676,Kepler,29.9221,0.1954,3.377,0.301,11.3,0.0357,0.0,33.45,782.0
Kepler-1677 b,Kepler-1677,Kepler,22.064,0.1624,2.702,0.24100000000000002,7.76,0.0244,0.0,60.81,712.0
Kepler-1678 b,Kepler-1678,Kepler,147.974,0.5302,3.304,0.295,10.9,0.0344,0.0,2.78,329.0
Kepler-1679 b,Kepler-1679,Kepler,9.75376,0.0892,2.069,0.185,4.93,0.0155,0.0,103.3,813.0
Kepler-168 b,Kepler-168,Kepler,4.425391,0.056,1.46,0.13,2.73,0.00859,0.0,725.06,1240.0
Kepler-168 c,Kepler-168,Kepler,13.193242,0.116,2.69,0.24,7.7,0.0242,0.0,169.0,862.0
Kepler-1680 b,Kepler-1680,Kepler,8.77424,0.0784,1.36,0.121,2.42,0.00761,0.0,83.63,771.0
Kepler-1681 b,Kepler-1681,Kepler,69.8956,0.32,2.553,0.228,7.05,0.0222,0.0,5.33,442.0
Kepler-1682 b,Kepler-1682,Kepler,14.8334,0.1134,2.889,0.258,8.7,0.0274,0.0,54.74,694.0
Kepler-1683 b,Kepler-1683,Kepler,15.0337,0.1182,1.875,0.16699999999999998,4.17,0.0131,0.0,47.32,669.0
Kepler-1684 b,Kepler-1684,Kepler,47.7055,0.2253,2.8710000000000004,0.256,8.6,0.0271,0.0,3.42,347.0
Kepler-1685 b,Kepler-1685,Kepler,20.4905,0.1485,2.577,0.23,7.16,0.0225,0.0,36.01,625.0
Kepler-1686 b,Kepler-1686,Kepler,9.30987,0.0866,1.426,0.127,2.62,0.00825,0.0,164.38,913.0
Kepler-1687 b,Kepler-1687,Kepler,5.77954,0.0532,1.656,0.14800000000000002,3.38,0.0106,0.0,30.22,598.0
Kepler-1688 b,Kepler-1688,Kepler,5.62012,0.0577,1.262,0.113,2.13,0.0067,0.0,84.01,772.0
Kepler-1689 b,Kepler-1689,Kepler,8.483,0.0798,0.9470000000000001,0.084,0.799,0.00251,0.0,141.04,879.0
Kepler-169 b,Kepler-169,Kepler,3.250619,0.04,1.13,0.10099999999999999,1.51,0.00474,0.0,195.22,962.0
Kepler-169 c,Kepler-169,Kepler,6.195469,0.062,1.21,0.10800000000000001,1.92,0.00606,0.0,82.85,776.0
Kepler-169 d,Kepler-169,Kepler,8.348125,0.075,1.25,0.11199999999999999,2.1,0.0066,0.0,55.53,702.0
Kepler-169 e,Kepler-169,Kepler,13.767102,0.105,2.2,0.196,5.48,0.0172,0.0,28.55,595.0
Kepler-169 f,Kepler-169,Kepler,87.090195,0.359,2.58,0.23,7.18,0.0226,0.0,2.44,321.0
Kepler-1690 b,Kepler-1690,Kepler,234.636,0.7097,2.8110000000000004,0.251,8.3,0.0261,0.0,1.2,267.0
Kepler-1691 b,Kepler-1691,Kepler,3.8482,0.0495,1.835,0.16399999999999998,4.02,0.0127,0.0,641.53,1283.0
Kepler-1692 b,Kepler-1692,Kepler,5.95966,0.0646,1.112,0.099,1.42,0.00447,0.0,153.48,897.0
Kepler-1693 b,Kepler-1693,Kepler,12.0999,0.1011,1.2890000000000001,0.115,2.21,0.00695,0.0,100.37,807.0
Kepler-1694 b,Kepler-1694,Kepler,3.89526,0.0449,1.18,0.105,1.76,0.005529999999999999,0.0,197.66,956.0
Kepler-1695 b,Kepler-1695,Kepler,4.7329,0.0529,1.119,0.1,1.46,0.00458,0.0,198.57,957.0
Kepler-1696 b,Kepler-1696,Kepler,65.9409,0.3244,2.81,0.251,8.29,0.0261,0.0,10.04,454.0
Kepler-1697 b,Kepler-1697,Kepler,33.4969,0.2008,1.26,0.11199999999999999,2.12,0.006679999999999999,0.0,37.3,630.0
Kepler-1698 b,Kepler-1698,Kepler,1.2107,0.0203,1.073,0.096,1.25,0.00394,0.0,784.51,1351.0
Kepler-1699 b,Kepler-1699,Kepler,3.49082,0.0418,1.567,0.14,3.08,0.00968,0.0,245.65,1010.0
